iter	RMSE
419	159.9448506
420	159.8583492
421	159.7713565
422	159.5243562
423	159.5084111
424	159.3194668
425	159.2044792
426	159.1872403
427	159.0980999
428	159.0057144
429	158.8437274
430	158.7761817
431	158.7514015
432	158.6585565
433	158.5702136
434	158.445452
435	158.3811452
436	158.3602093
437	158.2337511
438	158.180098
439	158.1482714
440	158.0722801
441	157.8214789
442	157.7819886
443	157.6659013
444	157.5498564
445	157.4913836
446	157.4801129
447	157.4260924
448	157.3541019
449	157.2726758
450	157.1884839
451	157.070645
452	156.9774938
453	156.9514433
454	156.9014708
455	156.7887661
456	156.7069623
457	156.674562
458	156.5669487
459	156.4297131
460	156.335026
461	156.1931458
462	156.1064244
463	156.0358066
464	155.8640806
465	155.8334403
466	155.8125329
467	155.7637396
468	155.6326891
469	155.5815202
470	155.4331377
471	155.3566825
472	155.2799043
473	155.1469821
474	155.1343488
475	154.9921886
476	154.9227321
477	154.7262014
478	154.6656834
479	154.5683851
480	154.5109857
481	154.4274993
482	154.3825463
483	154.2430019
484	154.1630905
485	154.077623
486	154.0086881
487	153.9778552
488	153.7732052
489	153.7121766
490	153.6637561
491	153.6441109
492	153.5367597
493	153.4045843
494	153.3356262
495	153.2078783
496	153.1207675
497	153.054547
498	153.0427855
499	153.0124446
500	152.8798904
501	152.8239906
502	152.7751107
503	152.6162103
504	152.4166156
505	152.3307092
506	152.1708334
507	152.0941671
508	152.0161232
509	151.9418713
510	151.8160457
511	151.7626123
512	151.6612977
513	151.5387793
514	151.4665602
515	151.4115635
516	151.2907893
517	151.1985908
518	151.1493534
519	151.13137
520	150.9438289
521	150.8714208
522	150.7798032
523	150.7222876
524	150.5756035
525	150.4761068
526	150.3799182
527	150.3067595
528	150.2463315
529	150.1335959
530	150.0696174
531	149.948265
532	149.8920271
533	149.8162927
534	149.7840201
535	149.6357617
536	149.589415
537	149.4940067
538	149.4397606
539	149.3495368
540	149.2754386
541	149.0943497
542	149.0343904
543	148.9933797
544	148.8275879
545	148.7721638
546	148.7379591
547	148.6467246
548	148.5928205
549	148.536007
550	148.5073186
551	148.4624831
552	148.4116129
553	148.2964885
554	148.2806518
555	148.1655414
556	148.0515695
557	148.0356537
558	147.9990203
559	147.9545244
560	147.9072086
561	147.8728835
562	147.8162648
563	147.770462
564	147.6279597
565	147.5177168
566	147.495223
567	147.4658832
568	147.3181252
569	147.2337509
570	147.1712153
571	147.1325427
572	146.9639109
573	146.8744937
574	146.8261014
575	146.7436075
576	146.6728734
577	146.5918755
578	146.568189
579	146.5485379
580	146.4275282
581	146.3908826
582	146.2428658
583	146.176105
584	146.0906723
585	146.0517046
586	145.9567951
587	145.9128212
588	145.8291202
589	145.7922469
590	145.7526834
591	145.7117649
592	145.6247214
593	145.5650311
594	145.4556229
595	145.3894084
596	145.3782746
597	145.2975081
598	145.1496561
599	145.1390781
600	145.0999823
601	145.0419611
602	144.9853561
603	144.9272146
604	144.8884607
605	144.8469927
606	144.794308
607	144.7296735
608	144.6583019
609	144.5888615
610	144.5439351
611	144.4290236
612	144.3587723
613	144.315647
614	144.2804067
615	144.2175945
616	144.1570534
617	144.1269922
618	143.9709851
619	143.9246899
620	143.8606633
621	143.8433725
622	143.7730155
623	143.7440214
624	143.6526791
625	143.6113785
626	143.4684054
627	143.3864175
628	143.3324295
629	143.2081926
630	143.1919925
631	143.1036571
632	143.048536
633	142.9943813
634	142.960403
635	142.9450265
636	142.8833304
637	142.8235064
638	142.7582218
639	142.7192563
640	142.636004
641	142.4635234
642	142.4488519
643	142.3712544
644	142.2279275
645	142.1566533
646	142.0897731
647	141.9088448
648	141.8723608
649	141.7500537
650	141.6880335
651	141.6556221
652	141.6152731
653	141.5892528
654	141.5199962
655	141.4426384
656	141.3929869
657	141.3609944
658	141.2436468
659	141.2364958
660	141.2202034
661	141.1501138
662	141.132328
663	141.1186304
664	141.0151646
665	140.9612505
666	140.9075334
667	140.816671
668	140.792599
669	140.7089573
670	140.6827128
671	140.6396928
672	140.5856768
673	140.4511734
674	140.282578
675	140.2058408
676	140.1390069
677	140.1261049
678	140.0369921
679	139.8886748
680	139.7520847
681	139.7267048
682	139.6129474
683	139.5628132
684	139.5116381
685	139.4372476
686	139.4016715
687	139.3462756
688	139.2638363
689	139.232396
690	139.0841987
691	139.0617828
692	139.0200573
693	138.9366511
694	138.8397908
695	138.7797904
696	138.7268277
697	138.69523
698	138.6236264
699	138.5338163
700	138.4842176
701	138.4252891
702	138.3855044
703	138.3321025
704	138.1992551
705	138.1247961
706	138.055562
707	137.9869099
708	137.9657541
709	137.8282202
710	137.7317155
711	137.6005682
712	137.5713601
713	137.4985013
714	137.3805656
715	137.3423872
716	137.265763
717	137.2242162
718	137.0999524
719	137.0465052
720	136.999052
721	136.878667
722	136.754072
723	136.6642356
724	136.5722144
725	136.5162833
726	136.4988589
727	136.3764838
728	136.3472268
729	136.3349185
730	136.2835172
731	136.266782
732	136.1717853
733	136.0582449
734	135.9309063
735	135.9055337
736	135.8754786
737	135.8343616
738	135.824659
739	135.7788878
740	135.6645931
741	135.5797063
742	135.5072564
743	135.4565904
744	135.3668864
745	135.2625729
746	135.2357944
747	135.1970686
748	135.1514798
749	135.1089306
750	135.040996
751	134.9625067
752	134.920301
753	134.8510685
754	134.7152325
755	134.6515852
756	134.5894227
757	134.5451295
758	134.519102
759	134.4370736
760	134.3453112
761	134.2762307
762	134.2007719
763	134.1255446
764	134.0450653
765	133.9957132
766	133.9526699
767	133.9399823
768	133.8666151
769	133.8156494
770	133.708105
771	133.6166176
772	133.5340286
773	133.4958623
774	133.4015378
775	133.3598407
776	133.279462
777	133.1512949
778	133.0975184
779	133.0594093
780	132.9592417
781	132.8288551
782	132.7839584
783	132.7197075
784	132.6854318
785	132.568922
786	132.5245424
787	132.45596
788	132.4220409
789	132.3270383
790	132.2949204
791	132.2577089
792	132.143576
793	132.0663469
794	131.9658423
795	131.9339458
796	131.8853951
797	131.8716077
798	131.7455703
799	131.6768235
800	131.6593969
801	131.5840945
802	131.5345348
803	131.5003798
804	131.4521278
805	131.3488266
806	131.3165347
807	131.1450268
808	131.0759493
809	131.0666794
810	131.024877
811	130.9865278
812	130.9145861
813	130.8646783
814	130.7989618
815	130.765343
816	130.74249
817	130.6866096
818	130.6474886
819	130.590716
820	130.5635964
821	130.4655852
822	130.4247246
823	130.3461929
824	130.2754605
825	130.2379985
826	130.1290335
827	130.0965059
828	130.002765
829	129.9845543
830	129.9357326
831	129.8869732
832	129.8742603
833	129.8335968
834	129.7685972
835	129.7520802
836	129.7066235
837	129.6497366
838	129.6114802
839	129.5561056
840	129.5479469
841	129.4993448
842	129.4569598
843	129.4294763
844	129.1598965
845	129.1149482
846	129.1024763
847	129.0925642
848	128.9680609
849	128.9254427
850	128.8784492
851	128.8248117
852	128.7806634
853	128.7232148
854	128.697112
855	128.6286718
856	128.5760609
857	128.5147346
858	128.4846641
859	128.4745095
860	128.3948662
861	128.3317178
862	128.2848542
863	128.2182319
864	128.1428847
865	128.087152
866	128.0201265
867	128.0052565
868	127.8812906
869	127.8406604
870	127.8031737
871	127.7261598
872	127.6746723
873	127.5854864
874	127.5491212
875	127.4894845
876	127.4593079
877	127.4196063
878	127.3907497
879	127.3522673
880	127.3449159
881	127.3383749
882	127.2861831
883	127.2510694
884	127.13539
885	127.0803331
886	127.0455707
887	126.97578
888	126.9498076
889	126.9219703
890	126.8403839
891	126.8220861
892	126.7796386
893	126.7111933
894	126.6411257
895	126.601754
896	126.5682408
897	126.4928709
898	126.4698111
899	126.4631147
900	126.4007473
901	126.3652888
902	126.3209967
903	126.2861631
904	126.2605261
905	126.1782852
906	126.1421037
907	126.0293752
908	126.0217794
909	125.9577965
910	125.8815073
911	125.826993
912	125.7702974
913	125.7476202
914	125.7143131
915	125.6594987
916	125.6386484
917	125.6119728
918	125.559954
919	125.3546085
920	125.2810621
921	125.2477467
922	125.2161517
923	125.1966186
924	124.9492881
925	124.9077248
926	124.8153174
927	124.7865873
928	124.7325857
929	124.6954685
930	124.6679465
931	124.6500697
932	124.6409186
933	124.5535768
934	124.5177304
935	124.4865431
936	124.4570893
937	124.4285783
938	124.3461081
939	124.3172211
940	124.2843651
941	124.2242524
942	124.152165
943	124.0932053
944	124.0862042
945	124.0318802
946	123.9973759
947	123.9269852
948	123.8916391
949	123.8412032
950	123.7685754
951	123.6801278
952	123.6257102
953	123.5969148
954	123.5310366
955	123.4607877
956	123.2634258
957	123.1605088
958	123.116114
959	123.1003906
960	123.0717061
961	123.0352359
962	122.9174902
963	122.8569882
964	122.8464893
965	122.8145437
966	122.7195417
967	122.63826
968	122.604786
969	122.4940196
970	122.3922202
971	122.3744996
972	122.3351543
973	122.302134
974	122.2429594
975	122.1380448
976	122.1332402
977	122.0497114
978	122.0241853
979	121.9578825
980	121.8897892
981	121.8494297
982	121.8430798
983	121.7220498
984	121.6874828
985	121.5984729
986	121.5816499
987	121.5470564
988	121.5343639
989	121.5056577
990	121.3858914
991	121.3659855
992	121.3087497
993	121.2549458
994	121.2232827
995	121.2003403
996	121.136267
997	121.1041127
998	121.0717313
999	121.0402282
